"60","PV3-10","-21.227207","-44.976486"
"30","PV3-11","-21.227207","-44.976486"
"60","PV3-13","-21.227207","-44.976486"
"60","PV3-12","-21.227207","-44.976486"
"140","PV4-01","-21.226812","-44.976433"
"140","PV4-02","-21.226812","-44.976433"
"140","PV4-03","-21.226812","-44.976433"
"60","PV4-04","-21.226812","-44.976433"
"60","PV4-05","-21.226812","-44.976433"
"80","RU-01","-21.225504","-44.978188"
"80","RU-02","-21.225504","-44.978188"
"80","RU-03","-21.225504","-44.978188"
"60","RU-05","-21.225504","-44.978188"
"60","PV5-11","-21.225504","-44.978188"
"150","PV5-01","-21.226589","-44.975929"
"150","PV5-02","-21.226589","-44.975929"
"150","PV5-03","-21.226589","-44.975929"
"50","PV8-01","-21.230755","-44.973141"
"75","PV8-02","-21.230755","-44.973141"
"75","PV8-03","-21.230755","-44.973141"
"60","RU-04","-21.225504","-44.978188"
"22","DCC05-A","-21.227974","-44.978508"
"22","DCC05-B","-21.227974","-44.978508"
"30","DQI02","-21.227911","-44.977757"
"30","DQI03","-21.227911","-44.977757"
"30","DQI001","0.000000","0.000000"
"30","DQI000","0.000000","0.000000"
"25","DFP04","-21.226870","-44.974350"
"80","DEF02","-21.231705","-44.990471"
"25","DMV13","-21.230965","-44.973969"
"20","DMV04","-21.230965","-44.973969"
"25","DEG12","-21.229275","-44.991001"
"25","DEG13","-21.229073","-44.974892"
"40","DCC04","-21.227974","-44.978508"
"36","DMV02","-21.230965","-44.973969"
"25","DEG21","-21.229275","-44.991001"
"30","DQI07","-21.227911","-44.977757"
"110","PV8-04","-21.230755","-44.973141"
"60","DAG09","-21.226921","-44.973309"
"25","DCA18","-21.228188","-44.975594"
"25","DEG22","-21.229073","-44.974892"
"10","DCA06","-21.228188","-44.975594"
"25","DZO02","-21.230232","-44.972237"
"20","DEG07","-21.229073","-44.974892"
"30","DEX16","-21.227163","-44.978401"
"30","DEX07","-21.227163","-44.978401"
"30","DEX03","-21.227163","-44.978401"
"30","DEX04","-21.227163","-44.978401"
"20","DCA08","-21.228188","-44.975594"
"15","DEG02","-21.229073","-44.974892"
"25","DEG23","-21.229073","-44.974892"
"25","DEG25","-21.229073","-44.974892"
"25","DEG26","-21.229073","-44.974892"
"25","DCA00","-21.228188","-44.975594"
"30","PV6-05","-21.227217","-44.975628"
"50","PV6-09-A","-21.227217","-44.975628"
"120","BIC01","-21.227957","-44.976852"
"160","DAG01","-21.226921","-44.973309"
"80","DAG02","-21.226921","-44.973309"
"120","DAG15","-21.226921","-44.973309"
"25","DBI17","-21.227064","-44.980648"
"50","DCS02","-21.226843","-44.979622"
"48","DCS03","-21.226843","-44.979622"
"48","DCS04","-21.226843","-44.979622"
"10","DCS08","-21.226843","-44.979622"
"90","DEX01","-21.227163","-44.978401"
"30","DEX02","-21.227163","-44.978401"
"30","DEX06","-21.227163","-44.978401"
"30","DEX10","-21.227163","-44.978401"
"30","DEX11","-21.227163","-44.978401"
"30","DEX12","-21.227163","-44.978401"
"30","DEX13","-21.227163","-44.978401"
"30","DEX20","-21.227163","-44.978401"
"30","DEX21","-21.227163","-44.978401"
"30","DCC03","-21.227974","-44.978508"
"30","PV6-01","-21.227217","-44.975628"
"40","DAE01","-21.227787","-44.979706"
"35","DAE614","-21.227787","-44.979706"
"30","DAE102","-21.227787","-44.979706"
"30","DAE104","-21.227787","-44.979706"
"30","DAE112","-21.227787","-44.979706"
"30","DAE206","-21.227787","-44.979706"
"70","DAE02","-21.227787","-44.979706"
"6","DAE207","-21.227787","-44.979706"
"6","DAE208","-21.227787","-44.979706"
"6","DAE209","-21.227787","-44.979706"
"6","DAE204","-21.227787","-44.979706"
"6","DAE205","-21.227787","-44.979706"
"6","DAE210","-21.227787","-44.979706"
"30","DQI05","-21.227911","-44.977757"
"30","DBI07","-21.227064","-44.980648"
"84","DCF01","-21.226295","-44.973732"
"25","DCF02","-21.226295","-44.973732"
"18","DCF05","-21.226295","-44.973732"
"50","DCF04","-21.226295","-44.973732"
"25","DCF08","-21.226295","-44.973732"
"50","DEG16","-21.229073","-44.974892"
"30","DEG24","-21.229073","-44.974892"
"15","DEN04","-21.226954","-44.974323"
"30","DED01","-21.228373","-44.978489"
"30","DMV16","-21.230965","-44.973969"
"30","DMV15","-21.230965","-44.973969"
"16","DMV24","-21.230965","-44.973969"
"15","DMV23","-21.230965","-44.973969"
"15","DMV18","-21.230965","-44.973969"
"30","DMV19","-21.230965","-44.973969"
"17","DZO03","-21.230232","-44.972237"
"20","DZO10","-21.230232","-44.972237"
"30","DZO11","-21.230232","-44.972237"
"44","DCA04","-21.228188","-44.975594"
"120","DCH01","-21.227102","-44.979610"
"10","PV1-03","-21.226971","-44.981037"
"30","PV1-06","-21.226971","-44.981037"
"50","PV5-04","-21.226589","-44.975929"
"30","PV6-11","-21.227217","-44.975628"
"30","PV6-13-A","-21.227217","-44.975628"
"30","PV6-14","-21.227217","-44.975628"
"30","PV6-15","-21.227217","-44.975628"
"30","PV6-16","-21.227217","-44.975628"
"70","DBI13","-21.227064","-44.980648"
"15","DNU1","-21.228188","-44.975594"
"30","DNU3","-21.228188","-44.975594"
"30","DZO12","-21.230232","-44.972237"
"25","DCA01","-21.228188","-44.975594"
"25","DCA10","-21.228188","-44.975594"
"25","DCA11","-21.228188","-44.975594"
"25","DCA13","-21.228188","-44.975594"
"25","DCA15","-21.228188","-44.975594"
"25","DNU2","-21.228188","-44.975594"
"100","DCC06","-21.227974","-44.978508"
"30","DMV25","-21.230965","-44.973969"
"30","DMV26","-21.230965","-44.973969"
"50","PV6-09-B","-21.227217","-44.975628"
"30","PV6-13-B","-21.227217","-44.975628"
"15","DCA25","-21.228188","-44.975594"
"30","DEN03","-21.226954","-44.974323"
"20","DCA22","-21.228188","-44.975594"
"20","DCA23","-21.228188","-44.975594"
"12","DCA24","-21.228188","-44.975594"
"16","DCA25","-21.228188","-44.975594"
"120","DCA26","-21.228188","-44.975594"
"30","DCF09","-21.226295","-44.973732"
"35","BIC46","-21.227957","-44.976852"
"25","PV2-101","-21.225651","-44.977402"
"25","PV2-102","-21.225651","-44.977402"
"50","PV2-103","-21.225651","-44.977402"
"50","PV2-104","-21.225651","-44.977402"
"50","PV2-105","-21.225651","-44.977402"
"50","PV2-106","-21.225651","-44.977402"
"50","PV2-107","-21.225651","-44.977402"
"50","PV2-108","-21.225651","-44.977402"
"50","PV2-109","-21.225651","-44.977402"
"50","PV2-110","-21.225651","-44.977402"
"50","PV2-201","-21.225651","-44.977402"
"50","PV2-202","-21.225651","-44.977402"
"50","PV2-203","-21.225651","-44.977402"
"72","PV2-204","-21.225651","-44.977402"
"50","PV2-205","-21.225651","-44.977402"
"50","PV2-206","-21.225651","-44.977402"
"50","PV2-209","-21.225651","-44.977402"
"50","PV2-208","-21.225651","-44.977402"
"72","PV2-207","-21.225651","-44.977402"
"50","PV2-210","-21.225651","-44.977402"
"50","PV2-301","-21.225651","-44.977402"
"50","PV2-302","-21.225651","-44.977402"
"50","PV2-303","-21.225651","-44.977402"
"72","PV2-304","-21.225651","-44.977402"
"50","PV2-305","-21.225651","-44.977402"
"50","PV2-306","-21.225651","-44.977402"
"50","PV2-309","-21.225651","-44.977402"
"50","PV2-308","-21.225651","-44.977402"
"72","PV2-307","-21.225651","-44.977402"
"50","PV2-310","-21.225651","-44.977402"
"39","DAG16","-21.226921","-44.973309"
"30","DAG26","-21.226921","-44.973309"
"25","DEG11-A","-21.229073","-44.974892"
"30","DCC07","-21.227974","-44.978508"
"24","DAG27","-21.226921","-44.973309"
"20","DFP06","-21.226870","-44.974350"
"30","DBI10","-21.227064","-44.980648"
"20","DNU4","0.000000","0.000000"
